"Item Type","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image File - 1","Product Image Is Thumbnail - 1","Product Image File - 2","Product Image Is Thumbnail - 2","Product Image File - 3","Product Image Is Thumbnail - 3","Search Keywords","Page Title","META Keywords","META Description","Product Condition","Show Product Condition?","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Tax Provider Tax Code","Product Custom Fields","Product Id on Ebay"
Product,"Allen Bradley 1756-EN2T /D ControlLogix 10/100 Mbps FE EtherNet/IP Bridge Module",P,,,,,Right,,0,569.54,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/8~8AAOSwZilmtObY/s-l960.jpg,,https://i.ebayimg.com/images/g/f9IAAOSwa4VmtObY/s-l225.jpg,Y,https://i.ebayimg.com/images/g/HBAAAOSwyqxmtObY/s-l225.jpg,,,,unique_string,v1|166909074700|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|166909074700|0
Product,"Siemens 6AV3617-1JC20-0AX1 6AV3 617-1JC20-0AX1 SIMATIC OP 17/DP Operator Panel",P,,,,,Right,,0,512.24,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/DccAAOSwrqZmex1r/s-l1200.jpg,,https://i.ebayimg.com/images/g/TGQAAOSweflmex1r/s-l225.jpg,Y,https://i.ebayimg.com/images/g/iZEAAOSwNIVmex1r/s-l225.jpg,,,,unique_string,v1|156273372788|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|156273372788|0
Product,"Siemens 6ES7214-1AG31-0XB0 6ES7 214-1AG31-0XB0 S7-1200 CPU 1214C Controller DC",P,,,,,Right,,0,201.11,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/qiIAAOSwesVk6NTE/s-l1200.jpg,,https://i.ebayimg.com/images/g/d8QAAOSwuuZk6NTF/s-l225.jpg,Y,https://i.ebayimg.com/images/g/FHUAAOSw~xlk6NTF/s-l225.jpg,,,,unique_string,v1|404458388536|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|404458388536|0
Product,"Allen Bradley 1764-24AWA /B MicroLogix 1500 Base 120V Power/Inputs Relay Outputs",P,,,,,Right,,0,468.45,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/c0IAAOSwoAtl03S~/s-l1200.jpg,,https://i.ebayimg.com/images/g/WtsAAOSwb8Vl03S~/s-l225.jpg,Y,https://i.ebayimg.com/images/g/alUAAOSwtoNl03S~/s-l225.jpg,,,,unique_string,v1|156071195679|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|156071195679|0
Product,"Siemens 6SN1162-0BA02-0AA2 6SN1 162-0BA02-0AA2 SIMODRIVE 611 300mm Mounted Fan",P,,,,,Right,,0,282.96,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/0vEAAOSwf8tms9Th/s-l1600.jpg,,https://i.ebayimg.com/images/g/nkwAAOSwT-hms9Th/s-l225.jpg,Y,https://i.ebayimg.com/images/g/6JoAAOSwGVBms9Ti/s-l225.jpg,,,,unique_string,v1|166907671457|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|166907671457|0
Product,"Allen Bradley 22A-V2P3N104 Ser A PowerFlex 4 AC Drive 120VAC 2.3A 0.37kW 0.5HP",P,,,,,Right,,0,280.58,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/FAwAAOSwxOtmBzeG/s-l960.jpg,,https://i.ebayimg.com/images/g/yfoAAOSwMnpmBzeH/s-l225.jpg,Y,https://i.ebayimg.com/images/g/NiEAAOSw-kxmBzeG/s-l225.jpg,,,,unique_string,v1|166677461396|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|166677461396|0
Product,"Allen Bradley 2711P-RP1 Ser G PanelView Plus 64MB RAM/Flash 24VDC Logic Module",P,,,,,Right,,0,420.00,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/RJoAAOSwolNmw4Fm/s-l1600.jpg,,https://i.ebayimg.com/images/g/fJYAAOSwDWBmw4Fm/s-l225.jpg,Y,https://i.ebayimg.com/images/g/vjUAAOSwMcVmw4Fm/s-l225.jpg,,,,unique_string,v1|405177870731|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|405177870731|0
Product,"Allen Bradley 1794-IR8 Series A FLEX I/O 8-Channel RTD Input Module",P,,,,,Right,,0,326.39,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/UvUAAOSw5nJmKrN1/s-l1200.jpg,,https://i.ebayimg.com/images/g/JvsAAOSw7wRmKrN1/s-l225.jpg,Y,https://i.ebayimg.com/images/g/e-QAAOSwSkBmKrN1/s-l225.jpg,,,,unique_string,v1|156182659902|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|156182659902|0
Product,"Allen Bradley 1764-LRP Series C MicroLogix 1500 RS-232 14K Enhanced Controller",P,,,,,Right,,0,151.59,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/~9IAAOSwHH1mIYaD/s-l1600.jpg,,https://i.ebayimg.com/images/g/zvYAAOSw~55mIYaD/s-l225.jpg,Y,https://i.ebayimg.com/images/g/dVUAAOSwHbVmIYaD/s-l225.jpg,,,,unique_string,v1|404931262800|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|404931262800|0
Product,"Siemens 6ES7511-1AK02-0AB0 6ES7 511-1AK02-0AB0 SIMATIC S7-1500 CPU 1511-1 PN",P,,,,,Right,,0,474.23,0,0,0,Y,"6 Month Replacement Warranty",7,0,0,0,Y,Y,"Usually Ships in 1-2 Business Days",none,0,0,"Industrial Automation & Motion Controls",https://i.ebayimg.com/images/g/88cAAOSws3dmqRMp/s-l960.jpg,,https://i.ebayimg.com/images/g/ZZIAAOSwI05mqRMq/s-l225.jpg,Y,https://i.ebayimg.com/images/g/lcQAAOSwSe9mqRMp/s-l225.jpg,,,,unique_string,v1|405133658755|0,USED,Y,0,"Default Tax Class",,N,,,,,,,,,,,,,N,,,v1|405133658755|0
